smiles,Taste
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,Bitter
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,Bitter
COc1ccc2c(OC)c3ccoc3nc2c1OC,Bitter
CCOC(=O)c1ccccc1C(=O)OCC,Bitter
O=C(O)c1cccc2ccccc12,Bitter
O=[N+]([O-])c1cccc2ccccc12,Bitter
CC(C)COC(=O)c1ccccc1O,Bitter
CC(C)CCOC(=O)c1ccccc1O,Bitter
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,Bitter
O=c1c2ccccc2oc2ccccc12,Bitter
Cc1ccc2oc(=O)ccc2c1,Bitter
C=CCc1ccc(OC)c(OC)c1,Bitter
COc1cc(C)ccc1O,Bitter
CCOC(=O)c1ccccc1,Bitter
CCOC(=O)CC(=O)c1ccccc1,Bitter
O=C(O)c1ccc2c(c1)OCO2,Bitter
O=C(C(Cl)Cl)N(CCO)Cc1ccc(Cl)cc1Cl,Bitter
OCc1ccco1,Bitter
CC(=O)c1ccccc1,Bitter
CC1=CCC(C(C)C)=CC1,Bitter
CC1=CC=C(C(C)C)CC1,Bitter
COc1ccc(C(C)=O)cc1,Bitter
CC(C)(O)Cc1ccccc1,Bitter
CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1.[Cl-],Bitter
CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],Bitter
CCOC(=O)Cc1ccccc1,Bitter
CC(C)C(=O)OCCc1ccccc1,Bitter
CC(C)C(=O)OCCCc1ccccc1,Bitter
O=COCCc1ccccc1,Bitter
O=C1CCCCCN1,Bitter
CCC(=O)OCCC(C)C,Bitter
CC(C)CCCC(C)CCO,Bitter
CCCOC(=O)CC,Bitter
CC(O)CCO,Bitter
Cc1ccccn1,Bitter
CCCOC(C)=O,Bitter
CCOC=O,Bitter
CC(=O)OCC(C)C,Bitter
CCCOC=O,Bitter
C1CCNCC1,Bitter
CC(C)CNCC(C)C,Bitter
CCCCCCC(C)=O,Bitter
OCCCCCO,Bitter
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],Bitter
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,Bitter
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,Bitter
O=C(c1ccccc1)C(O)c1ccccc1,Bitter
O=Cc1ccc2c(c1)OCO2,Bitter
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],Bitter
Nc1ncc([N+](=O)[O-])s1,Bitter
C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Bitter
O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.[NH4+],Bitter
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,Bitter
O=C(O)c1cc(I)cc(I)c1O,Bitter
COC(=O)c1ccccc1N,Bitter
CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1.O=P(O)(O)O,Bitter
COc1ccccc1C=O,Bitter
Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,Bitter
CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,Bitter
CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].[Ca+2],Bitter
CCC(=O)OCC(COC(=O)CC)OC(=O)CC,Bitter
CC(=O)OCc1ccccc1,Bitter
CC(C)CC(=O)OCCc1ccccc1,Bitter
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,Bitter
C=C(C)CCCC(C)CCOC(C)=O,Bitter
CCC(=O)OCCC(C)CCC=C(C)C,Bitter
CC(C)=CCCC(C)CCO,Bitter
CCCCCCOC(C)=O,Bitter
CCCCCCCCCO,Bitter
CCCCCCCCCOC(C)=O,Bitter
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,Bitter
COc1ccc(O)cc1,Bitter
COc1ccc(OC)cc1,Bitter
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,Bitter
CC(N)C(O)c1ccccc1.Cl,Bitter
c1ccc2ncncc2c1,Bitter
c1ccnnc1,Bitter
Br.COC(=O)C1=CCCN(C)C1,Bitter
CC[N+](C)(C)c1cccc(O)c1.[Br-],Bitter
CC(=O)OCc1ccc2c(c1)OCO2,Bitter
CCCCC(N)C(=O)O,Bitter
Cc1ccc(F)cc1,Bitter
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@H]6[C@H]5C[C@H]43,Bitter
CC(=O)CCC=C(C)C,Bitter
CC(=O)O[C@H]1C[C@]2(O)C3CC[C@@H]4C[C@@H](OC(=O)CCCCCCC(=O)NC(CCCN=C(N)N)C(=O)O)CC[C@]4(C)C3CC[C@]2(C)[C@H]1c1ccoc(=O)c1,Bitter
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,Bitter
COc1cc(O)c2c(=O)cc(C)oc2c1,Bitter
O=C1CC(c2ccccc2)Oc2ccccc21,Bitter
O=C(O)c1cc2ccccc2o1,Bitter
O=C1CCCCCCC1,Bitter
CCN1CC2(COC)C(O)CC(OC)C34[C@@H]2C(OC)C([C@@H]13)[C@@]1(O)C(O)C(OC)[C@@]2(O)C[C@@H]4[C@@H]1C2O,Bitter
COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,Bitter
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,Bitter
CCC(Br)(CC)C(N)=O,Bitter
O=c1cc(-c2ccccc2)oc2ccccc12,Bitter
OCCc1c[nH]c2ccccc12,Bitter
O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,Bitter
O=C1CCCc2ccccc21,Bitter
CCC(C)(CN(C)C)OC(=O)c1ccccc1.Cl,Bitter
Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1,Bitter
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1.[Br-],Bitter
CCC(=O)OCC(C)C,Bitter
C[N+](C)(C)CCCCC[N+](C)(C)C.[Br-].[Br-],Bitter
CCCCCC(C)O,Bitter
CC(C)=CCN=C(N)N,Bitter
N#CCCCC#N,Bitter
C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,Bitter
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O,Bitter
Cl.c1ccc2c(CC3=NCCN3)cccc2c1,Bitter
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,Bitter
c1cc(-c2ccncc2)ccn1,Bitter
CC(C)CNCCOC(=O)c1cccc(N)c1.Cl,Bitter
CC(C)(C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
CCCOC(=O)CC(C)C,Bitter
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,Bitter
CCCCC(O)CC,Bitter
Cn1c(=O)ccc2ccccc21,Bitter
C=CC(O)CC,Bitter
CCOC(=O)c1ccc(O)c(OC)c1,Bitter
CCC(=O)OC(C)C,Bitter
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Bitter
CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,Bitter
CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2],Bitter
CCOC(=O)c1cc(O)c(O)c(O)c1,Bitter
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,Bitter
C=CS(=O)C=C,Bitter
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,Bitter
CC12CCC(C1)C(C)(C)C2=O,Bitter
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-],Bitter
[Ca+2].[OH-].[OH-],Bitter
Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-],Bitter
CCCCCCCCCCCCCCCC(=O)OCC(O)CO,Bitter
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,Bitter
O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,Bitter
CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=C[C@H](O)[C@@H](O)[C@]3(C)C3C24CO[C@]3(O)[C@H](O)[C@H](C)C14,Bitter
CC12CCC(C1)C(C)(C)C2O,Bitter
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.Cl,Bitter
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.[Cl-],Bitter
Cl.OC(c1ccccc1)(c1ccccc1)C1CCNCC1,Bitter
CCCCOC(=O)CCC(C)=O,Bitter
CC1=CCC(C(C)(C)OC=O)CC1,Bitter
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Bitter
S=C=NCCc1ccccc1,Bitter
CC1(O)CCC(C(C)(C)O)CC1.O,Bitter
Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,Bitter
C=C(Br)CC1(C(C)C)C(=O)NC(=O)N(C)C1=O,Bitter
CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,Bitter
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,Bitter
CC[NH+](CC)CCOC(=O)c1ccc(N)cc1Cl.[Cl-],Bitter
CCOC(=O)c1cc(OC)c(O)c(OC)c1,Bitter
COc1cc(OC)c(OC)cc1C=O,Bitter
CCc1occc(=O)c1O,Bitter
CCN(CCCc1ccccc1)CCCc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,Bitter
CC(I)C1OCC(CO)O1,Bitter
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],Bitter
CC[NH+](CC)CCCC(C)[NH2+]c1c2ccc(Cl)cc2nc2ccc(OC)cc12.[Cl-].[Cl-],Bitter
C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](O)[C@H]12,Bitter
O=S(=O)([O-])[O-].[Mg+2],Bitter
CNC(C)CCC=C(C)C.O=C(O)C(O)C(O)C(O)C(O)C(=O)O,Bitter
CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Ca+2],Bitter
O=S(=O)([O-])[O-].[Na+].[Na+],Bitter
O=S(=O)([O-])[O-].[K+].[K+],Bitter
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,Bitter
[Mg+2].[O-][Cl+2]([O-])[O-].[O-][Cl+2]([O-])[O-],Bitter
COC(CNC(N)=O)C[Hg]Cl,Bitter
[Br-].[Br-].[Sr+2],Bitter
CCc1cnccn1,Bitter
CC(C)[C@@H]1CC[C@@H](C)CC1=O,Bitter
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],Bitter
O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,Bitter
CCC(C)C(=O)OC1CC(C)CCC1C(C)C,Bitter
Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,Bitter
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,Bitter
CC(=O)c1cnccn1,Bitter
CCOC(=O)n1ccn(C)c1=S,Bitter
CC(=O)OCCCc1ccccc1,Bitter
COc1ccc(C=O)cc1,Bitter
CC(=O)OCCC(C)C,Bitter
C=C(C)[C@@H]1C2OC(=O)C1[C@]1(O)CC3O[C@]34C(=O)O[C@H]2[C@@]41C.CC(C)(O)[C@@H]1C2OC(=O)C1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]41C,Bitter
CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[I-],Bitter
CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,Bitter
O=S(=O)([O-])c1ccc(O)cc1.O=S(=O)([O-])c1ccc(O)cc1.[Ca+2],Bitter
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Bitter
COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,Bitter
COC1C[C@H](O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)C4CC[C@]3(O)C2)OC(C)[C@H]1O,Bitter
CC1=CC(=O)NS(=O)(=O)O1,Bitter
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,Bitter
Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Bitter
Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,Bitter
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,Bitter
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Bitter
COC(Cc1ccccc1)OC,Bitter
C=CC(C)(CCC=C(C)C)OC=O,Bitter
C=C(C)CCCC(C)CCOC=O,Bitter
CC1=CCC(C(C)(C)OC(=O)c2ccccc2N)CC1,Bitter
CCC(=O)OC(C)(C)C1CC=C(C)CC1,Bitter
CC(=O)OC(C)c1ccccc1,Bitter
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,Bitter
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,Bitter
CN[C@@H](C)[C@@H](O)c1ccccc1.O=S(=O)(O)O,Bitter
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1.Cl,Bitter
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O,Bitter
C[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C,Bitter
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=S1(=O)N=C([O-])c2ccccc21,Bitter
CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3[C@@H](O)C[C@@]2(C)C=CC1=O,Bitter
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Bitter
OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,Bitter
O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Bitter
CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,Bitter
COC1=C[C@@H](C)[C@@H]2C[C@H]3OC(=O)C[C@H]4C(C)=C(OC)C(=O)[C@H]([C@@]2(C)C1=O)[C@@]34C,Bitter
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,Bitter
Cl.OC(c1ccccc1)(c1ccccc1)C1CCCCN1,Bitter
CN[C@@H](C)Cc1ccccc1.Cl,Bitter
Cc1ccc(N(CC2=NCCN2)c2ccc(O)cc2)cc1.Cl,Bitter
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,Bitter
CCN(CC)CCOC(c1ccccc1)c1ccccc1.Cl,Bitter
O=C1C(=Cc2ccc(O)c(O)c2)Oc2cc(O)ccc21,Bitter
O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O,Bitter
N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,Bitter
CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,Bitter
COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,Bitter
O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21,Bitter
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,Bitter
COc1c2ccoc2c(OC)c2oc(=O)ccc12,Bitter
O=c1cc(-c2ccccc2)oc2cccc(O)c12,Bitter
CC(=O)N(C)N(C(=O)C(=O)N(C)C)c1ccccc1,Bitter
C=CCC1(C(C)(C)CC)C(=O)NC(=O)NC1=O,Bitter
COc1ccc2c(c1OC)C(=O)OC2,Bitter
CC1CCCC(C)N1,Bitter
CN(C)C=S,Bitter
CCN(CC)C(=O)CSc1ccc(Cl)nn1,Bitter
CCCC(CCC)C(N)=O,Bitter
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl,Bitter
CCC(NC)c1ccccc1OC.Cl,Bitter
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl.O,Bitter
OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,Bitter
CCOc1ccc2nccc(C(O)C3CC4CCN3CC4CC)c2c1,Bitter
CC12CCC(C(S(=O)(=O)[O-])C1=O)C2(C)C.CCN(CC)C(=O)c1ccc[n+](C)c1,Bitter
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,Bitter
Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,Bitter
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,Bitter
O=c1c(-c2ccccc2)coc2ccccc12,Bitter
CC(=O)O[C@H]1CC(=O)OC(C)(C)[C@@H]2CC(=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]543)[C@@]12C,Bitter
C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1.O.O.O.O.O.O=S(=O)(O)O,Bitter
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,Bitter
CC(C)=CCC1=C(O)[C@@](O)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,Bitter
COC1=C[C@@H](C)[C@@H]2C[C@H]3OC(O)C[C@H]4C(C)=C(OC)C(=O)[C@H]([C@@]2(C)C1=O)[C@@]34C,Bitter
CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1.Cl.Cl,Bitter
O=C1C[C@@H]2OCC=C3C[N+]4([O-])CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@@H]64,Bitter
C[C@@H]1C[C@H]2OC(=O)[C@@]3(C)CCC[C@@](C)([C@@H]23)[C@@]1(O)CCc1ccoc1,Bitter
O=C1CCC[C@@H]2[C@H]3C[C@@H](CN12)[C@@H]1C[C@@H](O)CCN1C3,Bitter
COc1cc2c3cc1OCc1c(O)c(OC)cc4c1[C@H](Cc1ccc(cc1)Oc1cc(ccc1O)C[C@H]3N(C)CC2)N(C)CC4,Bitter
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)CC(=O)[C@H]12,Bitter
COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)ccc1O,Bitter
Cn1c(=O)c2c(n(C)c1=O)n(C)c(=O)n2C,Bitter
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,Bitter
CCOC(=O)c1ccc(O)c(O)c1,Bitter
COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,Bitter
O=Cc1cccc2cccc(C(=O)O)c12,Bitter
[Br-].[Li+],Bitter
[Br-].[Br-].[Mg+2],Bitter
COc1cc(O)c2c(c1)C[C@@H](C)OC2=O,Bitter
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Bitter
O=S(=O)([O-])[O-].[Fe+2].c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12.c1cnc2c(c1)ccc1cccnc12,Bitter
CN(C)CCC[N+]1([O-])c2ccccc2CCc2ccccc21.Cl,Bitter
C=C[C@@H]1C2=CCOC(=O)C2=CO[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,Bitter
COc1cc2c(cc1O)C(Cc1ccc(OC)c(OC)c1)N(C)CC2,Bitter
CN1CCC[C@H]1c1cccnc1,Bitter
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,Bitter
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl.Cl,Bitter
OC[C@@H]1CCCN2CCCC[C@H]12,Bitter
O=C1CCC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34,Bitter
Oc1ccc([C@H]2COc3cc(O)ccc3C2)cc1,Bitter
Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,Bitter
CC(O)CCOCCC(C)O,Bitter
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,Bitter
CNC(C)CC1CCCC1.Cl,Bitter
CC(C)C[C@H](NC(=O)CN)C(=O)O,Bitter
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1.Cl,Bitter
O=[N+]([O-])c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,Bitter
NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,Bitter
CC(=O)OC[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H](C=O)OC(C)=O,Bitter
CC[C@@]12CCCN(CCc3c([nH]c4ccccc34)CC1)C2,Bitter
N[C@@H](CCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(=O)O,Bitter
CCOc1ccc(NC(=O)C(C)O)cc1,Bitter
OC[C@H]1O[C@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,Bitter
CCN1CC2(CO)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,Bitter
C=C1CC(O)C2C(=C)C(=O)OC2C2C(C)C(=O)CC12,Bitter
CC12CC(c3ccoc3)OC(=O)C1CC(=O)C1C3CC(CC12)OC3=O,Bitter
N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Bitter
O=C1NS(=O)(=O)c2cc([N+](=O)[O-])ccc21,Bitter
Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,Bitter
CC1CC23CCCN4CCCC(C(=O)CC2)C43C1,Bitter
O=Cc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Bitter
OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@H]1O,Bitter
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,Bitter
Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1.Cl.Cl,Bitter
O=C(O)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O,Bitter
Br.Br.C[C@H]1[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](N(C)C)CC[C@]5(C)[C@H]4CC[C@]23CN1C,Bitter
OC[C@H]1O[C@@H](Oc2ccc3ccccc3c2)[C@H](O)[C@@H](O)[C@@H]1O,Bitter
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)OCCC21O,Bitter
C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2OC(=O)c2c(O)cc(O)cc2-c2cccc(O)c2)OC=C2C(=O)OCC[C@H]21,Bitter
CCN1C[C@]2(OC(=O)c3ccccc3NC(C)=O)CC[C@H](OC)C34C1C(C[C@@H]32)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@]1(O)[C@H]2OC,Bitter
CC(Cc1ccccc1)N(C)CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1C.Cl,Bitter
CNCC(C)C1CCCCC1.Cl,Bitter
CC1(C)OC(=O)C=C[C@@]2(C)[C@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,Bitter
C=C(CO)C(=O)O[C@H]1CC(=C)[C@@H]2C[C@H](O)C(=C)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12,Bitter
