Name	Taste	Smiles	Reference
rebaudioside h	Sweet	C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O)C3	VirtuousSweetBitter
rebaudioside i	Sweet	C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3	VirtuousSweetBitter
rebaudioside j	Sweet	C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3	VirtuousSweetBitter
rebaudioside m	Sweet	C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3	VirtuousSweetBitter
rebaudioside n	Sweet	C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3	VirtuousSweetBitter
rebaudioside o	Sweet	C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3	VirtuousSweetBitter
rubuside a	Sweet	CC1=C2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C	VirtuousSweetBitter
rubuside b	Sweet	CC1=C2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C	VirtuousSweetBitter
rubuside c	Sweet	CC1=C2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C	VirtuousSweetBitter
rubuside d	Sweet	CC1=C(C)[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC1	VirtuousSweetBitter
rubuside e	Sweet	CC1=C(C)[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC1	VirtuousSweetBitter
rubuside f	Sweet	C=C1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C	VirtuousSweetBitter
rubuside g	Sweet	C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=C2[C@H]1C)C=C[C@@H]1[C@@]2(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]2CC[C@]13C	VirtuousSweetBitter
rubuside h	Sweet	C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=C2[C@H]1C)C=C[C@@H]1[C@@]2(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]2CC[C@]13C	VirtuousSweetBitter
rubuside j	Sweet	C[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)[C@@](C)(C=O)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O	VirtuousSweetBitter
saccharose	Sweet	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
serine	Sweet	N[C@@H](CO)C(=O)O	VirtuousSweetBitter
siamenoside i	Sweet	C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C	VirtuousSweetBitter
sorbitol	Sweet	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO	VirtuousSweetBitter
sorbose	Sweet	OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
stabilite	Sweet	c1ccc(NCCNc2ccccc2)cc1	VirtuousSweetBitter
sucrose acetate isobutyrate	Sweet	CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]2OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C	VirtuousSweetBitter
threonine	Sweet	C[C@@H](O)[C@H](N)C(=O)O	VirtuousSweetBitter
trehalose	Sweet	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
vanillin	Sweet	COc1cc(C=O)ccc1O	VirtuousSweetBitter
xylitol	Sweet	OC[C@@H](O)C(O)[C@@H](O)CO	VirtuousSweetBitter
xylose	Sweet	OC1OC[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
zinc05224172	Sweet	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
zinc05224179	Sweet	OC[C@@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
(1-3H)-D-Glucopyranose	Sweet	[3H]C1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
(2R,3R,4S,5R,6S)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol	Sweet	OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
4-O-(A-D-Galactopyranosyl)-D-galactose	Sweet	OC[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
4-O-beta-D-mannopyranosyl-D-glucopyranose	Sweet	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
50-99-7	Sweet	O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	VirtuousSweetBitter
6381-91-5	Sweet	O.O=C1[N-]S(=O)(=O)c2ccccc21.O=C1[N-]S(=O)(=O)c2ccccc21.[Ca+2]	VirtuousSweetBitter
87-81-0	Sweet	O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO	VirtuousSweetBitter
AC1L2841	Sweet	C=C1C[C@]23CCC4[C@](C)(CCC[C@@]4(C)C(=O)OC4OC(CO)C(O)C(O)C4O)C2CC[C@@]1(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3	VirtuousSweetBitter
AC1L57Q2	Sweet	OCC(O)[C@@H](O)[C@H](O)[C@H](O)CO	VirtuousSweetBitter
AC1LCVYD	Sweet	OC[C@H]1O[C@@H](O)[C@@H](O)C(O)[C@@H]1O	VirtuousSweetBitter
AC1LD39Z	Sweet	OC[C@@H]1O[C@](CO)(O[C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H]1O	VirtuousSweetBitter
AC1LD3A2	Sweet	OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
AC1LD3A5	Sweet	OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
AC1LD3A8	Sweet	OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
AC1LD3E6	Sweet	OC[C@H]1O[C@H](O[C@@]2(CO)O[C@H](CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
AC1MC0GT	Sweet	OCC(O)C(O)C(O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(O)CO	VirtuousSweetBitter
AC1OFWFX	Sweet	OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
AC1OFWG0	Sweet	OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
AC1OFWLF	Sweet	OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
AC1OGIWH	Sweet	OC[C@@H](O)[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO	VirtuousSweetBitter
AC1OGIWN	Sweet	OC[C@@H](O)[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@@H](O)CO	VirtuousSweetBitter
AC1OGIWT	Sweet	OC[C@@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@@H](O)CO	VirtuousSweetBitter
adenosine 5'-monophosphate	Sweet	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
Aldohexose	Sweet	O=CC(O)C(O)C(O)C(O)CO	VirtuousSweetBitter
ALPHA-D-(+)-TALOSE	Sweet	OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
alpha-D-allopyranose	Sweet	OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
Alpha-D-Altropyranose	Sweet	OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
alpha-D-galactose	Sweet	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
alpha-D-gulopyranose	Sweet	OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
alpha-D-idopyranose	Sweet	OC[C@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
alpha-D-Lactose monohydrate	Sweet	O.OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
alpha-L-allopyranose	Sweet	OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
alpha-L-galactose	Sweet	OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
alpha-L-glucopyranose	Sweet	OC[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
alpha-L-gulose	Sweet	OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
alpha-L-idopyranose	Sweet	OC[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
alpha-L-mannopyranose	Sweet	OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
alpha-mannobiose	Sweet	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
beta-D-allose	Sweet	OC[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
beta-D-altropyranose	Sweet	OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
beta-D-galactose	Sweet	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
beta-D-Galp-(1->4)-alpha-D-Galp	Sweet	OC[C@H]1O[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
beta-D-glucose	Sweet	OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
beta-D-gulopyranose	Sweet	OC[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
beta-D-idopyranose	Sweet	OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
beta-D-Mannose	Sweet	OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
beta-d-talopyranose	Sweet	OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
Beta-L-(-)-Allose	Sweet	OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
beta-L-altrose	Sweet	OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
beta-L-galactopyranose	Sweet	OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
beta-L-glucopyranose	Sweet	OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
beta-L-gulose	Sweet	OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
beta-L-idopyranose	Sweet	OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
beta-L-mannopyranose	Sweet	OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
beta-l-talopyranose	Sweet	OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
Calcium saccharin	Sweet	O=S1(=O)N=C([O-])c2ccccc21.O=S1(=O)N=C([O-])c2ccccc21.[Ca+2]	VirtuousSweetBitter
CHEBI:134464	Sweet	CC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
CHEMBL430341	Sweet	C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O)C3	VirtuousSweetBitter
D-(-)-Fructose	Sweet	O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO	VirtuousSweetBitter
D,D-Aspartame	Sweet	COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)CC(=O)O	VirtuousSweetBitter
D,L-Aspartame	Sweet	COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](N)CC(=O)O	VirtuousSweetBitter
D-Altrose	Sweet	OC[C@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
D-Gal-(1->4)-beta-D-Glc	Sweet	OC[C@H]1OC(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
D-Glucosyl-D-mannose	Sweet	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
D-Iditol	Sweet	OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO	VirtuousSweetBitter
D-Idose	Sweet	OC[C@H]1OC(O)[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
D-Talopyranose	Sweet	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
Gal(beta1-4)Gal	Sweet	OC[C@H]1O[C@@H](O[C@@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
Galactobiose	Sweet	OC[C@H]1O[C@@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
Galalphal-4Galbeta	Sweet	OC[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
Lactitolum [INN-Latin]	Sweet	OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)C(O)[C@H]1O)[C@H](O)[C@@H](O)CO	VirtuousSweetBitter
lactose	Sweet	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
Lactulitol	Sweet	OC[C@@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO	VirtuousSweetBitter
L-Altropyranose	Sweet	OC[C@@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
L-galactopyranose	Sweet	OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
L-glucopyranose	Sweet	OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
L-Glucose	Sweet	O=C[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO	VirtuousSweetBitter
L-gulopyranose	Sweet	OC[C@@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
L-Iditol	Sweet	OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO	VirtuousSweetBitter
L-Idopyranose	Sweet	OC[C@@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
L-Sorbitol	Sweet	OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO	VirtuousSweetBitter
L-Talitol	Sweet	OC[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO	VirtuousSweetBitter
L-talopyranose	Sweet	OC[C@@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
Mannobiose	Sweet	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
	Sweet	O=S(=O)(O)NC1CCCCC1.[Ca]	VirtuousSweetBitter
	Sweet	OC[C@H](O)C(O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO	VirtuousSweetBitter
	Sweet	[2H][C@]1(O)[C@H]([18OH])[C@@H](O)C(O)O[C@@H]1CO	VirtuousSweetBitter
	Sweet	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)C(O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
	Sweet	OCC(O)[C@H](O)[C@H](O)[C@H](O)CO	VirtuousSweetBitter
	Sweet	OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
	Sweet	OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
	Sweet	OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
	Sweet	OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
	Sweet	OC[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
	Sweet	OC[C@@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
	Sweet	OC[C@@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
	Sweet	OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
	Sweet	OC[C@@H]1O[C@@H](O[C@H]2[C@@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
	Sweet	OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O	VirtuousSweetBitter
	Sweet	CC1=CC(=O)NS(=O)(=O)O1.COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)CC(=O)O	VirtuousSweetBitter
Osladin	Sweet	C[C@@H]1O[C@@H](O[C@H]2O[C@@H]([C@@H](C)C3CC[C@@H]4[C@H]5CC(=O)[C@@H]6C[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@@H]5CC[C@]34C)CC[C@@H]2C)[C@H](O)[C@H](O)[C@H]1O	VirtuousSweetBitter
Oxime V	Sweet	COCC1=CCC(/C=N/O)=CC1	VirtuousSweetBitter
Phyllodulcin	Sweet	COc1ccc([C@H]2Cc3cccc(O)c3C(=O)O2)cc1O	VirtuousSweetBitter
POTASSIUM CYCLAMATE	Sweet	O=S(=O)([O-])NC1CCCCC1.[K+]	VirtuousSweetBitter
SACCHARIN SODIUM	Sweet	O=C1NS(=O)(=O)c2ccccc21.[Na]	VirtuousSweetBitter
SCHEMBL13657753	Sweet	OCC1O[C@@H](O[C@H]2C(O)C(O)[C@H](O)O[C@H]2CO)C(O)[C@@H](O)[C@@H]1O	VirtuousSweetBitter
SCHEMBL16349810	Sweet	OCC1O[C@H](O)[C@@H](O)[C@@H](O)C1O	VirtuousSweetBitter
SCHEMBL4176008	Sweet	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	VirtuousSweetBitter
ST51037207	Sweet	O=S(=O)(O)NC1CCCCC1.[Na]	VirtuousSweetBitter
Sucromat Pulver	Sweet	O.O.O=C1[N-]S(=O)(=O)c2ccccc21.[Na+]	VirtuousSweetBitter
Triphenylformazan	Sweet	c1ccc(N=N/C(=N\Nc2ccccc2)c2ccccc2)cc1	VirtuousSweetBitter
UNII-83860AQE03	Sweet	COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O	VirtuousSweetBitter
WURCS=1.0/2,1/[12112h|1,5][h1221h]1+1,2+4	Sweet	OC[C@@H](O)[C@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@@H](O)CO	VirtuousSweetBitter
